,Name,Manufacturer:,Cores:,Memory:,Processor:,Interconnect:,Linpack Performance (Rmax),Theoretical Peak (Rpeak),Nmax,HPCG [TFlop/s],Power Measurement Level:,Operating System:,Compiler:,Math Library:,MPI:,Power:,Nhalf
0,"Sunway TaihuLight - Sunway MPP, Sunway SW26010 260C 1.45GHz, Sunway",NRCPC,"10,649,600","1,310,720 GB",Sunway SW26010 260C 1.45GHz,Sunway,"93,014.6 TFlop/s","125,436 TFlop/s","12,288,000",480.848,2,Sunway RaiseOS 2.0.5,False,False,False,"15,371.00 kW",False
1,"Tianhe-2A - TH-IVB-FEP Cluster, Intel Xeon E5-2692v2 12C 2.2GHz, TH Express-2, Matrix-2000",NUDT,"4,981,760","2,277,376 GB",Intel Xeon E5-2692v2 12C 2.2GHz,TH Express-2,"61,444.5 TFlop/s","100,679 TFlop/s","9,773,000",False,1,Kylin Linux,icc,Intel MKL-11.0.0,MPICH2 with a customized GLEX channel,"18,482.00 kW",False
2,"Titan - Cray XK7, Opteron 6274 16C 2.200GHz, Cray Gemini interconnect, NVIDIA K20x",Cray/HPE,"560,640","710,144 GB",Opteron 6274 16C 2.2GHz,Cray Gemini interconnect,"17,590 TFlop/s","27,112.5 TFlop/s",False,322.322,False,Cray Linux Environment,False,False,False,"8,209.00 kW",False
3,"Sequoia - BlueGene/Q, Power BQC 16C 1.60 GHz, Custom",IBM,"1,572,864","65,536 GB",Power BQC 16C 1.6GHz,Custom Interconnect,"17,173.2 TFlop/s","20,132.7 TFlop/s",False,330.373,False,Linux,False,False,False,"7,890.00 kW",False
4,"K computer, SPARC64 VIIIfx 2.0GHz, Tofu interconnect",Fujitsu,"705,024",0 GB,SPARC64 VIIIfx 8C 2GHz,Custom Interconnect,"10,510 TFlop/s","11,280.4 TFlop/s","11,870,208",602.736,False,Linux,False,False,False,"12,659.89 kW",False
5,"Mira - BlueGene/Q, Power BQC 16C 1.60GHz, Custom",IBM,"786,432","65,536 GB",Power BQC 16C 1.6GHz,Custom Interconnect,"8,586.61 TFlop/s","10,066.3 TFlop/s",False,167.049,False,Linux,False,False,False,"3,945.00 kW",False
6,"Trinity - Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Intel Xeon Phi 7250 68C 1.4GHz, Aries interconnect",Cray/HPE,"979,072",0 GB,Intel Xeon Phi 7250 68C 1.4GHz,Aries interconnect,"20,158.7 TFlop/s","41,461.2 TFlop/s","12,353,536",546.124,False,Cray Linux Environment,False,False,False,"7,578.10 kW",False
7,"Piz Daint - Cray XC50, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect , NVIDIA Tesla P100",Cray/HPE,"387,872","365,056 GB",Xeon E5-2690v3 12C 2.6GHz,Aries interconnect,"21,230 TFlop/s","27,154.3 TFlop/s","3,743,232",496.978,3,Cray Linux Environment,False,False,False,False,False
8,"Hazel Hen - Cray XC40, Xeon E5-2680v3 12C 2.5GHz, Aries interconnect ",Cray/HPE,"185,088",0 GB,Xeon E5-2680v3 12C 2.5GHz,Aries interconnect,"5,640.17 TFlop/s","7,403.52 TFlop/s","4,973,760",137.995,False,Cray Linux Environment,False,False,False,"3,615.00 kW",False
9,"Shaheen II - Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect ",Cray/HPE,"196,608",0 GB,Xeon E5-2698v3 16C 2.3GHz,Aries interconnect,"5,536.99 TFlop/s","7,235.17 TFlop/s","9,738,048",113.868,False,Cray Linux Environment,False,False,False,"2,834.00 kW",False
10,"Pangea - SGI ICE X, Xeon Xeon E5-2670/ E5-2680v3 12C 2.5GHz, Infiniband FDR",HPE,"220,800",0 GB,Xeon E5-2680v3 12C 2.5GHz,Infiniband FDR,"5,283.11 TFlop/s","6,712.32 TFlop/s","4,919,040",162.692,1,SUSE Linux Enterprise Server 11,N/A,Intel MKL,SGI MPT,"4,150.00 kW",False
11,"Stampede - PowerEdge C8220, Xeon E5-2680 8C 2.700GHz, Infiniband FDR, Intel Xeon Phi SE10P",Dell EMC,"522,080","204,800 GB",Xeon E5-2680 8C 2.7GHz,Infiniband FDR,"5,168.11 TFlop/s","9,598.21 TFlop/s",False,96.7848,False,Linux,False,False,False,"4,510.00 kW",False
12,"JUQUEEN - BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect",IBM,"458,752","65,536 GB",Power BQC 16C 1.6GHz,Custom Interconnect,"5,008.86 TFlop/s","5,872.03 TFlop/s",False,95.476,False,Linux,False,False,False,"2,301.00 kW",False
13,"JUQUEEN - BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect",IBM,"458,752","65,536 GB",Power BQC 16C 1.6GHz,Custom Interconnect,"5,008.86 TFlop/s","5,872.03 TFlop/s",False,95.476,False,Linux,False,False,False,"2,301.00 kW",False
14,"Vulcan - BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect",IBM,"393,216","65,536 GB",Power BQC 16C 1.6GHz,Custom Interconnect,"4,293.31 TFlop/s","5,033.16 TFlop/s",False,80.894,False,Linux,False,False,False,"1,972.00 kW",False
15,"Pleiades - SGI ICE X, Intel Xeon E5-2670/E5-2680v2/E5-2680v3/E5-2680v4  2.6/2.8/2.5/2.4 GHz, Infiniband FDR",HPE,"241,108","211,968 GB",Intel Xeon E5-2680v2  10C 2.8GHz,Infiniband FDR,"5,951.55 TFlop/s","7,107.15 TFlop/s","6,500,160",175.181,1,SUSE Linux Enterprise Server 11,Intel 2016 Parallel Studio Update 2,MKL 2017.0.0,SGI MPT 2.14,"4,407.00 kW",False
16,"Abel - Cray XC30, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect ",Cray/HPE,"145,920","583,680 GB",Xeon E5-2698v3 16C 2.3GHz,Aries interconnect,"4,042.46 TFlop/s","5,369.86 TFlop/s","8,338,176",False,False,Cray Linux Environment,False,False,False,"1,800.00 kW",False
17,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ",Cray/HPE,"126,468","116,032 GB",Xeon E5-2695v4 18C 2.1GHz,Aries interconnect,"3,944.68 TFlop/s","4,249.32 TFlop/s","7,171,008",65.457,False,Cray Linux Environment,False,False,False,"1,897.02 kW",False
18,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ",Cray/HPE,"126,468","116,032 GB",Xeon E5-2695v4 18C 2.1GHz,Aries interconnect,"3,944.68 TFlop/s","4,249.32 TFlop/s","7,171,008",65.457,False,Cray Linux Environment,False,False,False,"1,897.02 kW",False
19,"Cray CS-Storm, Intel Xeon E5-2660v2 10C 2.2GHz, Infiniband FDR, Nvidia K40",Cray/HPE,"72,800",0 GB,Xeon E5-2660v2 10C 2.2GHz,Infiniband FDR,"3,577 TFlop/s","6,131.84 TFlop/s","2,336,000",False,False,Linux,False,False,False,"1,498.90 kW",False
20,"Cray CS-Storm, Intel Xeon E5-2660v2 10C 2.2GHz, Infiniband FDR, Nvidia K40",Cray/HPE,"72,800",0 GB,Xeon E5-2660v2 10C 2.2GHz,Infiniband FDR,"3,577 TFlop/s","6,131.84 TFlop/s","2,336,000",False,False,Linux,False,False,False,"1,498.90 kW",False
21,"Topaz - SGI ICE X, Xeon E5-2699v3 18C 2.3GHz, Infiniband FDR",HPE,"124,200","411,264 GB",Xeon E5-2699v3 18C 2.3GHz,Infiniband FDR,"3,318.95 TFlop/s","4,570.56 TFlop/s","5,779,200",False,False,SUSE Linux Enterprise Server 11,False,False,False,"5,175.00 kW",False
22,"HPC2 - iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, NVIDIA K20x",IBM,"72,000",0 GB,Intel Xeon E5-2680v2  10C 2.8GHz,Infiniband FDR,"3,188 TFlop/s","4,605 TFlop/s","3,978,240",48.9,False,Linux,False,False,False,"1,227.00 kW",False
23,"SORA-MA - Fujitsu PRIMEHPC FX100, SPARC64 XIfx  32C 1.98GHz, Tofu interconnect 2",Fujitsu,"110,160","103,680 GB",SPARC64 XIfx  32C 1.98GHz,Tofu interconnect 2,"3,157 TFlop/s","3,481.06 TFlop/s","3,350,880",110.162,False,Linux,False,False,False,"1,652.40 kW",False
24,"Cray XC30, Intel Xeon E5-2697v2 12C 2.7GHz, Aries interconnect ",Cray/HPE,"225,984",0 GB,Intel Xeon E5-2697v2 12C 2.7GHz,Aries interconnect,"3,143.52 TFlop/s","4,881.25 TFlop/s","2,541,684",False,False,Cray Linux Environment,False,False,False,"6,327.55 kW",False
25,"Thunder - SGI ICE X, Xeon E5-2699v3/E5-2697 v3, Infiniband FDR, NVIDIA Tesla K40, Intel Xeon Phi 7120P",HPE,"152,692","411,264 GB",Xeon E5-2699v3 18C 2.3GHz,Infiniband FDR,"3,126.24 TFlop/s","5,610.48 TFlop/s","5,572,800",False,False,SUSE Linux Enterprise Server 11,False,False,False,"4,819.50 kW",False
26,"Fujitsu PRIMEHPC FX100, SPARC64 XIfx 32C 2.2GHz, Tofu interconnect 2",Fujitsu,"92,160","92,160 GB",SPARC64 XIfx 32C 2.2GHz,Tofu interconnect 2,"2,910 TFlop/s","3,244.03 TFlop/s","3,061,760",86.534,False,Linux,False,False,False,"1,382.40 kW",False
27,"SuperMUC - iDataPlex DX360M4, Xeon E5-2680 8C 2.70GHz, Infiniband FDR",IBM/Lenovo,"147,456",0 GB,Xeon E5-2680 8C 2.7GHz,Infiniband FDR,"2,897 TFlop/s","3,185.05 TFlop/s","5,201,920",83.3,False,Linux,False,False,False,"3,422.67 kW",False
28,"SuperMUC Phase 2 - NeXtScale nx360M5, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR14",Lenovo/IBM,"86,016","25,600 GB",Xeon E5-2697v3 14C 2.6GHz,Infiniband FDR14,"2,813.62 TFlop/s","3,578.27 TFlop/s","4,423,680",False,False,Linux,False,False,False,"1,480.83 kW",False
29,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ",Cray/HPE,"89,856","116,032 GB",Xeon E5-2695v4 18C 2.1GHz,Aries interconnect,"2,801.78 TFlop/s","3,019.16 TFlop/s",False,False,False,Cray Linux Environment,False,False,False,"1,347.84 kW",False
30,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ",Cray/HPE,"89,856","116,032 GB",Xeon E5-2695v4 18C 2.1GHz,Aries interconnect,"2,801.78 TFlop/s","3,019.16 TFlop/s",False,False,False,Cray Linux Environment,False,False,False,"1,347.84 kW",False
31,"TSUBAME 2.5 - Cluster Platform SL390s G7, Xeon X5670 6C 2.93GHz, Infiniband QDR, NVIDIA K20x",NEC/HPE,"76,032","76,032 GB",Xeon X5670 6C 2.93GHz,Infiniband QDR,"2,785 TFlop/s","5,735.69 TFlop/s","1,700,000",72.525,False,SUSE Linux Enterprise Server 11,,Intel MKL,OpenMPI 1.6.3,"1,398.61 kW",False
32,"Tianhe-1A - NUDT YH MPP, Xeon X5670 6C 2.93 GHz, NVIDIA 2050",NUDT,"186,368",0 GB,Xeon X5670 6C 2.93GHz,Proprietary,"2,566 TFlop/s","4,701 TFlop/s","3,600,000",False,False,Linux,icc,,MPICH2 with a custom GLEX channel,"4,040.00 kW","1,000,000"
33,"Mistral - bullx DLC 720, Xeon E5-2680v3 12C 2.5GHz/E5-2695V4 18C  2.1Ghz, Infiniband FDR",Atos,"99,072","191,232 GB",Xeon E5-2680v3 12C 2.5GHz,Infiniband FDR,"3,010.68 TFlop/s","3,962.88 TFlop/s","4,437,696",44.106,False,Bullx Linux,Intel,mkl,intelmpi,"1,116.00 kW",False
34,"cascade - Atipa Visione IF442 Blade Server, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P",Atipa,"194,616","184,320 GB",Xeon E5-2670 8C 2.6GHz,Infiniband FDR,"2,539.13 TFlop/s","3,388.03 TFlop/s","4,032,000",False,False,Linux,False,False,False,"1,384.00 kW",False
35,"Excalibur - Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect ",Cray/HPE,"100,064",0 GB,Xeon E5-2698v3 16C 2.3GHz,Aries interconnect,"2,485 TFlop/s","3,682.36 TFlop/s","6,441,408",False,False,Cray Linux Environment,False,False,False,"1,465.78 kW",False
36,"Nuri - Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ",Cray/HPE,"69,600","138,752 GB",Xeon E5-2690v3 12C 2.6GHz,Aries interconnect,"2,395.68 TFlop/s","2,895.36 TFlop/s","6,661,248",False,False,Cray Linux Environment,False,False,False,"1,359.38 kW",False
