,Name,Manufacturer:,Cores:,Memory:,Processor:,Interconnect:,Linpack Performance (Rmax),Theoretical Peak (Rpeak),Nmax,HPCG [TFlop/s],Power Measurement Level:,Operating System:,Compiler:,Math Library:,MPI:,Power:,Nhalf
0,"Supercomputer Fugaku - Supercomputer Fugaku, A64FX 48C 2.2GHz, Tofu interconnect D",Fujitsu,"7,630,848","5,087,232 GB",A64FX 48C 2.2GHz,Tofu interconnect D,"442,010 TFlop/s","537,212 TFlop/s","21,288,960","16,004.5",2,Red Hat Enterprise Linux,FUJITSU Software Technical Computing Suite V4.0,FUJITSU Software Technical Computing Suite V4.0,FUJITSU Software Technical Computing Suite V4.0,False,False
1,"Summit - IBM Power System AC922, IBM POWER9 22C 3.07GHz, NVIDIA Volta GV100, Dual-rail Mellanox EDR Infiniband",IBM,"2,414,592","2,801,664 GB",IBM POWER9 22C 3.07GHz,Dual-rail Mellanox EDR Infiniband,"148,600 TFlop/s","200,795 TFlop/s","16,473,600","2,925.75",3,RHEL 7.4,"XLC, nvcc","ESSL, CUBLAS 9.2",Spectrum MPI,"10,096.00 kW",False
2,"Sierra - IBM Power System AC922, IBM POWER9 22C 3.1GHz, NVIDIA Volta GV100, Dual-rail Mellanox EDR Infiniband",IBM / NVIDIA / Mellanox,"1,572,480","1,382,400 GB",IBM POWER9 22C 3.1GHz,Dual-rail Mellanox EDR Infiniband,"94,640 TFlop/s","125,712 TFlop/s","11,902,464","1,795.67",2,Red Hat Enterprise Linux,IBM XLC,"ESSL, CUBLAS 9.2",IBM Spectrum MPI,"7,438.28 kW",False
3,"Sunway TaihuLight - Sunway MPP, Sunway SW26010 260C 1.45GHz, Sunway",NRCPC,"10,649,600","1,310,720 GB",Sunway SW26010 260C 1.45GHz,Sunway,"93,014.6 TFlop/s","125,436 TFlop/s","12,288,000",480.848,2,Sunway RaiseOS 2.0.5,False,False,False,"15,371.00 kW",False
4,"Perlmutter - HPE Cray EX235n, AMD EPYC 7763 64C 2.45GHz, NVIDIA A100 SXM4 40 GB, Slingshot-10",HP,"706,304","390,176 GB",AMD EPYC 7763 64C 2.45GHz,Slingshot-10,"64,590 TFlop/s","89,794.5 TFlop/s","5,382,144","1,905.44",3,Cray Linux Environment,nvcc,cuBLAS,OpenMPI,"2,528.00 kW",False
5,"Selene - NVIDIA DGX A100, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100, Mellanox HDR Infiniband",Nvidia,"555,520","1,120,000 GB",AMD EPYC 7742 64C 2.25GHz,Mellanox HDR Infiniband,"63,460 TFlop/s","79,215 TFlop/s","6,598,656","1,622.51",2,Ubuntu 20.04.1 LTS,"NVIDIA NVCC V11, Intel Composer 2020.0.166","NVIDIA CUDA V11.0.148, Intel MKL 2020.0.166",OpenMPI 4.0.3,"2,646.00 kW",False
6,"Tianhe-2A - TH-IVB-FEP Cluster, Intel Xeon E5-2692v2 12C 2.2GHz, TH Express-2, Matrix-2000",NUDT,"4,981,760","2,277,376 GB",Intel Xeon E5-2692v2 12C 2.2GHz,TH Express-2,"61,444.5 TFlop/s","100,679 TFlop/s","9,773,000",False,1,Kylin Linux,icc,Intel MKL-11.0.0,MPICH2 with a customized GLEX channel,"18,482.00 kW",False
7,"JUWELS Booster Module - Bull Sequana XH2000 , AMD EPYC 7402 24C 2.8GHz, NVIDIA A100, Mellanox HDR InfiniBand/ParTec ParaStation ClusterSuite",Atos,"449,280","628,992 GB",AMD EPYC 7402 24C 2.8GHz,Mellanox HDR InfiniBand/ParTec ParaStation ClusterSuite,"44,120 TFlop/s","70,980 TFlop/s","4,315,584","1,275.36",1,CentOS,False,False,False,"1,764.22 kW",False
8,"HPC5 - PowerEdge C4140, Xeon Gold 6252 24C 2.1GHz, NVIDIA Tesla V100, Mellanox HDR Infiniband",Dell EMC,"669,760","349,440 GB",Xeon Gold 6252 24C 2.1GHz,Mellanox HDR Infiniband,"35,450 TFlop/s","51,720.8 TFlop/s","5,750,784",860.317,1,CentOS Linux 7,False,False,False,"2,252.17 kW",False
9,"Frontera - Dell C6420, Xeon Platinum 8280 28C 2.7GHz, Mellanox InfiniBand HDR",Dell EMC,"448,448","1,537,536 GB",Xeon Platinum 8280 28C 2.7GHz,Mellanox InfiniBand HDR,"23,516.4 TFlop/s","38,745.9 TFlop/s","9,262,848",False,False,CentOS Linux 7,Intel,Intel MKL 18.0.5,Intel MPI 18.0.5,False,False
10,"Dammam-7 - Cray CS-Storm, Xeon Gold 6248 20C 2.5GHz, NVIDIA Tesla V100 SXM2, InfiniBand HDR 100",HPE,"672,520","506,368 GB",Xeon Gold 6248 20C 2.5GHz,InfiniBand HDR 100,"22,400 TFlop/s","55,423.6 TFlop/s","5,696,640",881.401,False,RHEL 7.7,"Intel C++, NVIDIA CUDA","Intel MKL, NVIDIA CUBLAS",Open MPI,False,False
11,"ABCI 2.0 - PRIMERGY GX2570 M6, Xeon Platinum 8360Y 36C 2.4GHz, NVIDIA A100 SXM4 40 GB, Infiniband HDR",Fujitsu,"504,000","479,232 GB",Xeon Gold 6148 20C 2.4GHz,Infiniband EDR,"22,208.7 TFlop/s","54,341 TFlop/s","3,435,000",False,2,Linux,False,False,False,False,False
12,"Wisteria/BDEC-01 (Odyssey) - PRIMEHPC FX1000, A64FX 48C 2.2GHz, Tofu interconnect D",Fujitsu,"368,640","245,760 GB",A64FX 48C 2.2GHz,Tofu interconnect D,"22,121 TFlop/s","25,952.3 TFlop/s","4,853,760",817.577,2,Red Hat Enterprise Linux,FUJITSU Software Technical Computing Suite V4.0,FUJITSU Software Technical Computing Suite V4.0,FUJITSU Software Technical Computing Suite V4.0,"1,468.00 kW",False
13,"Marconi-100 - IBM Power System AC922, IBM POWER9 16C 3GHz, Nvidia Volta V100, Dual-rail Mellanox EDR Infiniband",IBM,"347,776","252,928 GB",IBM POWER9 16C 3GHz,Dual-rail Mellanox EDR Infiniband,"21,640 TFlop/s","29,354 TFlop/s","2,722,137",498.425,False,RHEL 7.6,IBM XL,Nvidia Cuda,IBM Spectrum MPI,"1,476.00 kW",False
14,"Piz Daint - Cray XC50, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect , NVIDIA Tesla P100",Cray/HPE,"387,872","365,056 GB",Xeon E5-2690v3 12C 2.6GHz,Aries interconnect,"21,230 TFlop/s","27,154.3 TFlop/s","3,743,232",496.978,3,Cray Linux Environment,False,False,False,False,False
15,"Trinity - Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Intel Xeon Phi 7250 68C 1.4GHz, Aries interconnect",Cray/HPE,"979,072",0 GB,Intel Xeon Phi 7250 68C 1.4GHz,Aries interconnect,"20,158.7 TFlop/s","41,461.2 TFlop/s","12,353,536",546.124,False,Cray Linux Environment,False,False,False,"7,578.10 kW",False
16,"SuperMUC-NG - ThinkSystem SD650, Xeon Platinum 8174 24C 3.1GHz, Intel Omni-Path",Lenovo,"305,856","75,840 GB",Xeon Platinum 8174 24C 3.1GHz,Intel Omni-Path,"19,476.6 TFlop/s","26,873.9 TFlop/s","8,402,688",207.844,False,SUSE Linux Enterprise Server 12 SP3,False,False,False,False,False
17,"Hawk - Apollo 9000, AMD EPYC 7742 64C 2.25GHz, Mellanox HDR Infiniband",HPE,"698,880","1,397,760 GB",AMD EPYC 7742 64C 2.25GHz,Mellanox HDR Infiniband,"19,334 TFlop/s","25,159.7 TFlop/s","9,984,000",334.648,False,CentOS Linux 8.1,Intel C++,Intel MKL,HPE MPI,"3,905.83 kW",False
18,"Ghawar-1 - HPE Cray EX, AMD EPYC 7702 64C 2GHz, Slingshot-10",HPE,"714,240","2,856,960 GB",AMD EPYC 7702 64C 2GHz,Slingshot-10,"19,256 TFlop/s","22,855.7 TFlop/s","9,791,600",381.723,False,SLES15 SP2,Intel C/C++ compiler 16.0.4.2,Intel MKL 2016.4.258,HPE MPT 2.25,False,False
19,"Lassen - IBM Power System AC922, IBM POWER9 22C 3.1GHz, Dual-rail Mellanox EDR Infiniband, NVIDIA Tesla V100",IBM / NVIDIA / Mellanox,"288,288","253,440 GB",IBM POWER9 22C 3.1GHz,Dual-rail Mellanox EDR Infiniband,"18,200 TFlop/s","23,047.2 TFlop/s","5,059,584",False,False,Red Hat Enterprise Linux,IBM XLC,"ESSL, CUBLAS 10.1",IBM Spectrum MPI,False,False
20,"PANGEA III - IBM Power System AC922, IBM POWER9 18C 3.45GHz, Dual-rail Mellanox EDR Infiniband, NVIDIA Volta GV100",IBM,"291,024","288,768 GB",IBM POWER9 18C 3.45GHz,Dual-rail Mellanox EDR Infiniband,"17,860 TFlop/s","25,025.8 TFlop/s","5,760,000",False,1,RHEL 7.6,IBM XL 16.1,IBM ESSL 6.2,IBM Spectrum MPI 10.2,"1,367.00 kW",False
21,"HiPerGator AI - NVIDIA DGX A100, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100, Infiniband HDR",Nvidia,"138,880","280,000 GB",AMD EPYC 7742 64C 2.25GHz,Infiniband HDR,"17,200 TFlop/s","21,314.7 TFlop/s","3,450,528",424.4344,2,Red Hat Enterprise Linux,"NVIDIA NVCC V11, Intel Composer 2020.0.166","NVIDIA CUDA V11.0.148, Intel MKL 2020.0.166",OpenMPI 4.0.4rc3,582.63 kW,False
22,"Maru - ThinkSystem SD650 V2, Xeon Platinum 8368Q 38C 2.6GHz, Infiniband HDR",Lenovo,"306,432","1,032,192 GB",Xeon Platinum 8368Q 38C 2.6GHz,Infiniband HDR,"16,753 TFlop/s","25,495.1 TFlop/s","7,648,896",False,1,Linux,False,False,False,"15,414.00 kW",False
23,"Guru - ThinkSystem SD650 V2, Xeon Platinum 8368Q 38C 2.6GHz, Infiniband HDR",Lenovo,"306,432","1,032,192 GB",Xeon Platinum 8368Q 38C 2.6GHz,Infiniband HDR,"16,753 TFlop/s","25,495.1 TFlop/s","7,648,896",False,1,Linux,False,False,False,"15,414.00 kW",False
24,"TOKI-SORA - PRIMEHPC FX1000, A64FX 48C 2.2GHz, Tofu interconnect D",Fujitsu,"276,480","184,320 GB",A64FX 48C 2.2GHz,Tofu interconnect D,"16,592 TFlop/s","19,464.2 TFlop/s","4,208,640",614.224,False,Red Hat Enterprise Linux,FUJITSU Software Technical Computing Suite V4.0,FUJITSU Software Technical Computing Suite V4.0,FUJITSU Software Technical Computing Suite V4.0,False,False
25,"Pioneer-EUS - NDv4 cluster, AMD EPYC 7V12 48C 2.45GHz, NVIDIA A100, Infiniband HDR",Microsoft Azure,"157,440","147,600 GB",AMD EPYC 7V12 48C 2.45GHz,Infiniband HDR,"16,590 TFlop/s","24,557.2 TFlop/s","2,621,376",455.5562,False,Ubuntu 16.04.3 LTS,"NVIDIA NVCC V11, Intel Composer 2020.0.166","NVIDIA CUDA V11.0.148, Intel MKL 2020.0.166",HPCX 2.7.4,False,False
26,"Pioneer-SCUS - NDv4 cluster, AMD EPYC 7V12 48C 2.45GHz, NVIDIA A100, Infiniband HDR",Microsoft Azure,"157,440","147,600 GB",AMD EPYC 7V12 48C 2.45GHz,Infiniband HDR,"16,590 TFlop/s","24,557.2 TFlop/s","2,621,376",455.5562,False,Ubuntu 16.04.3 LTS,"NVIDIA NVCC V11, Intel Composer 2020.0.166","NVIDIA CUDA V11.0.148, Intel MKL 2020.0.166",HPCX 2.7.4,False,False
27,"Pioneer-WEU - NDv4 cluster, AMD EPYC 7V12 48C 2.45GHz, NVIDIA A100, Infiniband HDR",Microsoft Azure,"157,440","147,600 GB",AMD EPYC 7V12 48C 2.45GHz,Infiniband HDR,"16,590 TFlop/s","24,557.2 TFlop/s","2,621,376",455.5562,False,Ubuntu 16.04.3 LTS,"NVIDIA NVCC V11, Intel Composer 2020.0.166","NVIDIA CUDA V11.0.148, Intel MKL 2020.0.166",HPCX 2.7.4,False,False
28,"Pioneer-WUS2 - NDv4 cluster, AMD EPYC 7V12 48C 2.45GHz, NVIDIA A100, Infiniband HDR",Microsoft Azure,"157,440","147,600 GB",AMD EPYC 7V12 48C 2.45GHz,Infiniband HDR,"16,590 TFlop/s","24,557.2 TFlop/s","2,621,376",455.5562,False,Ubuntu 16.04.3 LTS,"NVIDIA NVCC V11, Intel Composer 2020.0.166","NVIDIA CUDA V11.0.148, Intel MKL 2020.0.166",HPCX 2.7.4,False,False
29,"Cori - Cray XC40, Intel Xeon Phi 7250 68C 1.4GHz, Aries interconnect ",Cray/HPE,"622,336",0 GB,Intel Xeon Phi 7250 68C 1.4GHz,Aries interconnect,"14,014.7 TFlop/s","27,880.7 TFlop/s","6,984,960",355.442,False,Cray Linux Environment,False,False,False,"3,939.00 kW",False
30,"Nurion - Cray CS500, Intel Xeon Phi 7250 68C 1.4GHz, Intel Omni-Path",Cray/HPE,"570,020",0 GB,Intel Xeon Phi 7250 68C 1.4GHz,Intel Omni-Path,"13,929.3 TFlop/s","25,705.9 TFlop/s","10,076,976",391.453,False,CentOS,False,False,False,False,False
31,"Oakforest-PACS - PRIMERGY CX1640 M1, Intel Xeon Phi 7250 68C 1.4GHz, Intel Omni-Path",Fujitsu,"556,104","919,296 GB",Intel Xeon Phi 7250 68C 1.4GHz,Intel Omni-Path,"13,554.6 TFlop/s","24,913.5 TFlop/s","9,938,880",385.479,2,Linux,False,False,False,"2,718.70 kW",False
32,"HPC4 - Proliant DL380 Gen10, Xeon Platinum 8160  24C 2.1GHz, Mellanox InfiniBand EDR, NVIDIA Tesla P100",HPE,"253,600","304,320 GB",Xeon Platinum 8160  24C 2.1GHz,Mellanox InfiniBand EDR,"12,210 TFlop/s","18,621.1 TFlop/s","5,947,392",271.872,1,RHEL 7.4,False,False,False,False,False
33,"Tera-1000-2 - Bull Sequana X1000, Intel Xeon Phi 7250 68C 1.4GHz, Bull BXI 1.2",Atos,"561,408","1,585,152 GB",Intel Xeon Phi 7250 68C 1.4GHz,Bull BXI 1.2,"11,965.5 TFlop/s","23,396.4 TFlop/s","10,321,920",333.762,2,bullx SCS,icc 17,mkl,openMPI-2.0.2,"3,178.00 kW",False
34,"Stampede2 - PowerEdge C6320P/C6420, Intel Xeon Phi 7250 68C 1.4GHz/Platinum 8160, Intel Omni-Path",Dell EMC,"367,024","403,200 GB",Intel Xeon Phi 7250 68C 1.4GHz,Intel Omni-Path,"10,680.7 TFlop/s","18,309.2 TFlop/s","8,242,944",False,False,CentOS,Intel 17.0.4,Intel MKL 17.0.4,Intel MPI 17.0.3,False,False
35,"MeluXina - Accelerator Module - BullSequana XH2000, AMD EPYC 7452 32C 2.35GHz, NVIDIA A100 40GB, Mellanox HDR InfiniBand/ParTec ParaStation ClusterSuite",Atos,"99,200","102,400 GB",AMD EPYC 7452 32C 2.35GHz,Mellanox HDR InfiniBand/ParTec ParaStation ClusterSuite,"10,520 TFlop/s","15,288 TFlop/s","2,040,192",280.026,1,RHEL compatible,Intel,,openmpi 4,390.25 kW,False
36,"Cactus - HPE Cray EX, AMD EPYC 7742 64C 2.25GHz, Slingshot-10",HPE,"327,680","1,310,720 GB",AMD EPYC 7742 64C 2.25GHz,Slingshot-10,"10,013 TFlop/s","11,796.5 TFlop/s","8,413,184",False,False,Cray OS,Intel C/C++ compiler 16.0.4.2,Intel MKL 2016.4.258,HPE MPT 2.23,False,False
37,"Dogwood - HPE Cray EX, AMD EPYC 7742 64C 2.25GHz, Slingshot-10",HPE,"327,680","1,310,720 GB",AMD EPYC 7742 64C 2.25GHz,Slingshot-10,"10,013 TFlop/s","11,796.5 TFlop/s","8,413,184",False,False,Cray OS,Intel C/C++ compiler 16.0.4.2,Intel MKL 2016.4.258,HPE MPT 2.23,False,False
38,"Earth Simulator -SX-Aurora TSUBASA - SX-Aurora TSUBASA A401-8, Vector Engine Type20B 8C 1.6GHz, Infiniband HDR200",NEC,"43,776","262,656 GB",Vector Engine Type20B 8C 1.6GHz,Infiniband HDR200,"9,990.7 TFlop/s","13,448 TFlop/s","5,571,072",747.8,2,VEOS,NEC C/C++ Compiler for Vector Engine 3.1.1,NEC Numeric Library Collection 2.2.0,NEC MPI Version 2.13.0,False,False
39,"Amazon EC2 Instance Cluster us-east-1a - Amazon EC2 r5.24xlarge, Xeon Platinum 8260 24C 2.4GHz, 25G Ethernet",Amazon Web Services,"172,692","917,520 GB",Xeon Platinum 8124M 18C 3GHz,25G Ethernet,"9,950.26 TFlop/s","15,106.5 TFlop/s","7,864,320",False,False,Amazon Linux 2,,Intel oneAPI Math Kernel Library 2021.2.0,Intel MPI Version 2018 Update 1,False,False
40,"NVIDIA Cambridge-1 DGX SuperPOD - NVIDIA DGX A100, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100 80GB​, Infiniband HDR",Nvidia,"79,360","160,000 GB",AMD EPYC 7742 64C 2.25GHz,Infiniband HDR,"9,682 TFlop/s","12,047 TFlop/s","2,515,968",251.0,False,Ubuntu 20.04.1 LTS,"NVIDIA NVCC V11, Intel Composer 2020.0.166","NVIDIA CUDA V11.0.148, Intel MKL 2020.0.166",OpenMPI 4.0.3,False,False
41,"DGX SuperPOD - NVIDIA DGX-2H, Xeon Platinum 8174 24C 3.1GHz, NVIDIA Tesla V100, Mellanox InfiniBand EDR",Nvidia,"127,488","144,000 GB",Xeon Platinum 8174 24C 3.1GHz,Mellanox InfiniBand EDR,"9,444 TFlop/s","11,209.1 TFlop/s","2,519,232",199.196,False,Ubuntu 18.04.01,"NVIDIA NVCC 10, Intel Composer XE",Intel MKL,Open MPI 3.1.2,False,False
42,"JURECA Data Centric Module - BullSequana XH2000, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100 40GB, Mellanox HDR InfiniBand/ParTec ParaStation ClusterSuite",Atos,"105,840","96,768 GB",AMD EPYC 7742 64C 2.25GHz,Mellanox HDR InfiniBand/ParTec ParaStation ClusterSuite,"9,330 TFlop/s","14,508 TFlop/s","1,928,448",273.784,1,CentOS,Intel,,openmpi 4,384.10 kW,False
