,Name,Manufacturer:,Cores:,Memory:,Processor:,Interconnect:,Linpack Performance (Rmax),Theoretical Peak (Rpeak),Nmax,HPCG [TFlop/s],Power Measurement Level:,Operating System:,Compiler:,Math Library:,MPI:,Power:,Nhalf
0,"Tianhe-2A - TH-IVB-FEP Cluster, Intel Xeon E5-2692v2 12C 2.2GHz, TH Express-2, Matrix-2000",NUDT,"4,981,760","2,277,376 GB",Intel Xeon E5-2692v2 12C 2.2GHz,TH Express-2,"61,444.5 TFlop/s","100,679 TFlop/s","9,773,000",False,1,Kylin Linux,icc,Intel MKL-11.0.0,MPICH2 with a customized GLEX channel,"18,482.00 kW",False
1,"Titan - Cray XK7, Opteron 6274 16C 2.200GHz, Cray Gemini interconnect, NVIDIA K20x",Cray/HPE,"560,640","710,144 GB",Opteron 6274 16C 2.2GHz,Cray Gemini interconnect,"17,590 TFlop/s","27,112.5 TFlop/s",False,322.322,False,Cray Linux Environment,False,False,False,"8,209.00 kW",False
2,"Sequoia - BlueGene/Q, Power BQC 16C 1.60 GHz, Custom",IBM,"1,572,864","65,536 GB",Power BQC 16C 1.6GHz,Custom Interconnect,"17,173.2 TFlop/s","20,132.7 TFlop/s",False,330.373,False,Linux,False,False,False,"7,890.00 kW",False
3,"K computer, SPARC64 VIIIfx 2.0GHz, Tofu interconnect",Fujitsu,"705,024",0 GB,SPARC64 VIIIfx 8C 2GHz,Custom Interconnect,"10,510 TFlop/s","11,280.4 TFlop/s","11,870,208",602.736,False,Linux,False,False,False,"12,659.89 kW",False
4,"Mira - BlueGene/Q, Power BQC 16C 1.60GHz, Custom",IBM,"786,432","65,536 GB",Power BQC 16C 1.6GHz,Custom Interconnect,"8,586.61 TFlop/s","10,066.3 TFlop/s",False,167.049,False,Linux,False,False,False,"3,945.00 kW",False
5,"Piz Daint - Cray XC50, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect , NVIDIA Tesla P100",Cray/HPE,"387,872","365,056 GB",Xeon E5-2690v3 12C 2.6GHz,Aries interconnect,"21,230 TFlop/s","27,154.3 TFlop/s","3,743,232",496.978,3,Cray Linux Environment,False,False,False,False,False
6,"Stampede - PowerEdge C8220, Xeon E5-2680 8C 2.700GHz, Infiniband FDR, Intel Xeon Phi SE10P",Dell EMC,"522,080","204,800 GB",Xeon E5-2680 8C 2.7GHz,Infiniband FDR,"5,168.11 TFlop/s","9,598.21 TFlop/s",False,96.7848,False,Linux,False,False,False,"4,510.00 kW",False
7,"JUQUEEN - BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect",IBM,"458,752","65,536 GB",Power BQC 16C 1.6GHz,Custom Interconnect,"5,008.86 TFlop/s","5,872.03 TFlop/s",False,95.476,False,Linux,False,False,False,"2,301.00 kW",False
8,"JUQUEEN - BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect",IBM,"458,752","65,536 GB",Power BQC 16C 1.6GHz,Custom Interconnect,"5,008.86 TFlop/s","5,872.03 TFlop/s",False,95.476,False,Linux,False,False,False,"2,301.00 kW",False
9,"Vulcan - BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect",IBM,"393,216","65,536 GB",Power BQC 16C 1.6GHz,Custom Interconnect,"4,293.31 TFlop/s","5,033.16 TFlop/s",False,80.894,False,Linux,False,False,False,"1,972.00 kW",False
10,"Cray CS-Storm, Intel Xeon E5-2660v2 10C 2.2GHz, Infiniband FDR, Nvidia K40",Cray/HPE,"72,800",0 GB,Xeon E5-2660v2 10C 2.2GHz,Infiniband FDR,"3,577 TFlop/s","6,131.84 TFlop/s","2,336,000",False,False,Linux,False,False,False,"1,498.90 kW",False
11,"Pleiades - SGI ICE X, Intel Xeon E5-2670/E5-2680v2/E5-2680v3/E5-2680v4  2.6/2.8/2.5/2.4 GHz, Infiniband FDR",HPE,"241,108","211,968 GB",Intel Xeon E5-2680v2  10C 2.8GHz,Infiniband FDR,"5,951.55 TFlop/s","7,107.15 TFlop/s","6,500,160",175.181,1,SUSE Linux Enterprise Server 11,Intel 2016 Parallel Studio Update 2,MKL 2017.0.0,SGI MPT 2.14,"4,407.00 kW",False
12,"HPC2 - iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, NVIDIA K20x",IBM,"72,000",0 GB,Intel Xeon E5-2680v2  10C 2.8GHz,Infiniband FDR,"3,188 TFlop/s","4,605 TFlop/s","3,978,240",48.9,False,Linux,False,False,False,"1,227.00 kW",False
13,"Cray XC30, Intel Xeon E5-2697v2 12C 2.7GHz, Aries interconnect ",Cray/HPE,"225,984",0 GB,Intel Xeon E5-2697v2 12C 2.7GHz,Aries interconnect,"3,143.52 TFlop/s","4,881.25 TFlop/s","2,541,684",False,False,Cray Linux Environment,False,False,False,"6,327.55 kW",False
14,"SuperMUC - iDataPlex DX360M4, Xeon E5-2680 8C 2.70GHz, Infiniband FDR",IBM/Lenovo,"147,456",0 GB,Xeon E5-2680 8C 2.7GHz,Infiniband FDR,"2,897 TFlop/s","3,185.05 TFlop/s","5,201,920",83.3,False,Linux,False,False,False,"3,422.67 kW",False
15,"TSUBAME 2.5 - Cluster Platform SL390s G7, Xeon X5670 6C 2.93GHz, Infiniband QDR, NVIDIA K20x",NEC/HPE,"76,032","76,032 GB",Xeon X5670 6C 2.93GHz,Infiniband QDR,"2,785 TFlop/s","5,735.69 TFlop/s","1,700,000",72.525,False,SUSE Linux Enterprise Server 11,,Intel MKL,OpenMPI 1.6.3,"1,398.61 kW",False
16,"Hazel Hen - Cray XC40, Xeon E5-2680v3 12C 2.5GHz, Aries interconnect ",Cray/HPE,"185,088",0 GB,Xeon E5-2680v3 12C 2.5GHz,Aries interconnect,"5,640.17 TFlop/s","7,403.52 TFlop/s","4,973,760",137.995,False,Cray Linux Environment,False,False,False,"3,615.00 kW",False
17,"Tianhe-1A - NUDT YH MPP, Xeon X5670 6C 2.93 GHz, NVIDIA 2050",NUDT,"186,368",0 GB,Xeon X5670 6C 2.93GHz,Proprietary,"2,566 TFlop/s","4,701 TFlop/s","3,600,000",False,False,Linux,icc,,MPICH2 with a custom GLEX channel,"4,040.00 kW","1,000,000"
18,"cascade - Atipa Visione IF442 Blade Server, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P",Atipa,"194,616","184,320 GB",Xeon E5-2670 8C 2.6GHz,Infiniband FDR,"2,539.13 TFlop/s","3,388.03 TFlop/s","4,032,000",False,False,Linux,False,False,False,"1,384.00 kW",False
19,"Excalibur - Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect ",Cray/HPE,"100,064",0 GB,Xeon E5-2698v3 16C 2.3GHz,Aries interconnect,"2,485 TFlop/s","3,682.36 TFlop/s","6,441,408",False,False,Cray Linux Environment,False,False,False,"1,465.78 kW",False
20,"Pangea - SGI ICE X, Xeon Xeon E5-2670/ E5-2680v3 12C 2.5GHz, Infiniband FDR",HPE,"220,800",0 GB,Xeon E5-2680v3 12C 2.5GHz,Infiniband FDR,"5,283.11 TFlop/s","6,712.32 TFlop/s","4,919,040",162.692,1,SUSE Linux Enterprise Server 11,N/A,Intel MKL,SGI MPT,"4,150.00 kW",False
21,"Tianhe-2 LvLiang Solution - Tianhe-2 LvLiang, Intel Xeon E5-2692v2 12C 2.2GHz, TH Express-2, Intel Xeon Phi 31S1P",NUDT,"174,720","57,344 GB",Intel Xeon E5-2692v2 12C 2.2GHz,TH Express-2,"2,071.39 TFlop/s","3,074.53 TFlop/s","2,366,976",37.615,False,Kylin Linux,icc,Intel MKL 13.0.0,MPICH2 with a customized GLEX channel,997.00 kW,False
22,"Lomonosov 2 - T-Platform A-Class Cluster, Xeon E5-2697v3 14C 2.6GHz,Intel Xeon Gold 6126, Infiniband FDR, Nvidia K40m/P-100",T-Platforms,"64,384","94,208 GB",Xeon E5-2697v3 14C 2.6GHz,Infiniband FDR,"2,478 TFlop/s","4,946.79 TFlop/s","1,462,272",False,False,Linux,GCC,"MKL, cuBLAS",OpenMPI-1.10.7,False,False
23,"Fermi - BlueGene/Q, Power BQC 16C 1.60GHz, Custom",IBM,"163,840","65,536 GB",Power BQC 16C 1.6GHz,Custom Interconnect,"1,788.88 TFlop/s","2,097.15 TFlop/s",False,False,False,Linux,False,False,False,821.88 kW,False
24,"Edison - Cray XC30, Intel Xeon E5-2695v2 12C 2.4GHz, Aries interconnect ",Cray/HPE,"133,824",0 GB,Intel Xeon E5-2695v2 12C 2.4GHz,Aries interconnect,"1,654.7 TFlop/s","2,569.42 TFlop/s",False,78.644,False,Cray Linux Environment,False,False,False,"3,747.07 kW",False
25,"ARCHER - Cray XC30, Intel Xeon E5 v2 12C 2.700GHz, Aries interconnect ",Cray/HPE,"118,080",0 GB,Intel Xeon E5-2697v2 12C 2.7GHz,Aries interconnect,"1,642.54 TFlop/s","2,550.53 TFlop/s",False,80.792,False,Cray Linux Environment,False,False,False,"3,306.24 kW",False
26,"Occigen - bullx  DLC, Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR",Atos,"50,544","18,432 GB",Xeon E5-2690v3 12C 2.6GHz,Infiniband FDR,"1,628.77 TFlop/s","2,102.63 TFlop/s","3,974,400",False,False,Redhat Enterprise Linux 6.4,icc,Intel MKL,Intel MPI,934.80 kW,False
27,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect",IBM,"62,944",0 GB,POWER7 8C 3.84GHz,Custom Interconnect,"1,587 TFlop/s","1,931.62 TFlop/s",False,False,False,Linux,False,False,False,"3,575.63 kW",False
28,"Cray XC30, Intel Xeon E5-2697v2 12C 2.7GHz, Aries interconnect ",Cray/HPE,"83,160",0 GB,Intel Xeon E5-2697v2 12C 2.7GHz,Aries interconnect,"1,552 TFlop/s","1,796.26 TFlop/s","4,307,352",False,False,Cray Linux Environment,False,False,False,False,False
29,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ",Cray/HPE,"126,468","116,032 GB",Xeon E5-2695v4 18C 2.1GHz,Aries interconnect,"3,944.68 TFlop/s","4,249.32 TFlop/s","7,171,008",65.457,False,Cray Linux Environment,False,False,False,"1,897.02 kW",False
30,"Blue Joule - BlueGene/Q, Power BQC 16C 1.60GHz, Custom",IBM,"131,072","65,536 GB",Power BQC 16C 1.6GHz,Custom Interconnect,"1,431.1 TFlop/s","1,677.72 TFlop/s",False,False,False,Linux,False,False,False,657.00 kW,False
31,"Spirit - SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",HPE,"73,584",0 GB,Xeon E5-2670 8C 2.6GHz,Infiniband FDR,"1,415.47 TFlop/s","1,530.55 TFlop/s","3,128,832",False,False,Redhat Enterprise Linux 6,False,False,False,"1,606.00 kW",False
32,"Beskow - Cray XC40, Xeon E5-2695v4/E5-2698v3 16C 2.3GHz, Aries interconnect ",Cray/HPE,"67,456",0 GB,Xeon E5-2698v3 16C 2.3GHz,Aries interconnect,"1,802.51 TFlop/s","2,438.14 TFlop/s","3,932,160",False,False,Cray Linux Environment,False,False,False,842.00 kW,False
